shot_seq,base_name,timestamp_precise,time_gap,SequenceNumber,file_types,has_jpg,has_raw,total_file_size,DateTimeOriginal,subsec,ExposureTime,FNumber,ISO,ExposureCompensation,ExposureMode,ExposureProgram,FocalLength,FocusMode,FocusDistance2,Orientation,LensModel,Model,ReleaseMode2,burst_id,burst_method,burst_size,burst_position,burst_original_size,burst_complete,burst_type,burst_group,file_number
294,A1205875,2025-09-27T14:26:24Z,5.5899999141693115,0,JPG+RAW,TRUE,TRUE,83988570,2025:09:27 14:26:21,353,0.00125,7.1,6400,-0.7,1,1,50,3,2.98441293825495,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:21,datetime_original,1,1,1,TRUE,quick_succession,247,1205875
295,A1205876,2025-09-27T14:26:27Z,3.140000104904175,0,JPG+RAW,TRUE,TRUE,75945149,2025:09:27 14:26:27,67,0.00125,7.1,1600,-0.7,1,1,50,3,1.04348624965879,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:27,datetime_original,1,1,1,TRUE,quick_succession,248,1205876
296,A1205874,2025-09-27T14:26:28Z,1.2999999523162842,0,JPG+RAW,TRUE,TRUE,82950772,2025:09:27 14:26:20,897,0.00125,7.1,6400,-0.7,1,1,50,3,2.86000345659728,8,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:20,datetime_original,1,1,1,TRUE,quick_succession,249,1205874
297,A1205878,2025-09-27T14:26:44Z,15.129999876022339,0,JPG+RAW,TRUE,TRUE,68892215,2025:09:27 14:26:40,410,0.00125,7.1,500,-0.7,1,1,50,3,4.19988657488323,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:40,datetime_original,1,1,1,TRUE,quick_succession,250,1205878
298,A1205877,2025-09-27T14:26:47Z,3.5,0,JPG+RAW,TRUE,TRUE,68908711,2025:09:27 14:26:39,860,0.00125,7.1,500,-0.7,1,1,50,3,4.38361775019806,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:26:39,datetime_original,1,1,1,TRUE,quick_succession,251,1205877
299,A1205880,2025-09-27T14:29:55Z,187.53000020980835,0,JPG+RAW,TRUE,TRUE,79313127,2025:09:27 14:29:52,313,0.00125,7.1,640,-0.7,1,1,150,3,31.0714143734257,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:29:52,datetime_original,2,1,2,TRUE,quick_succession,252,1205880
300,A1205879,2025-09-27T14:29:57Z,2.2299997806549072,0,JPG+RAW,TRUE,TRUE,79301349,2025:09:27 14:29:51,636,0.00125,7.1,640,-0.7,1,1,150,3,31.0714143734257,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:29:51,datetime_original,1,1,1,TRUE,quick_succession,253,1205879
301,A1205881,2025-09-27T14:29:58Z,1.2200000286102295,0,JPG+RAW,TRUE,TRUE,79438240,2025:09:27 14:29:52,658,0.00125,7.1,640,-0.7,1,1,150,3,31.0714143734257,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:29:52,datetime_original,2,2,2,TRUE,quick_succession,252,1205881
302,A1205882,2025-09-27T14:29:59Z,1.4000000953674316,0,JPG+RAW,TRUE,TRUE,77058116,2025:09:27 14:29:56,398,0.00125,7.1,500,-0.7,1,1,150,3,28.5050620020384,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:29:56,datetime_original,1,1,1,TRUE,quick_succession,254,1205882
303,A1205883,2025-09-27T14:30:55Z,55.78999996185303,0,JPG+RAW,TRUE,TRUE,82189859,2025:09:27 14:30:54,177,0.00125,7.1,2500,-0.7,1,1,145,3,44.288368108901,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:30:54,datetime_original,1,1,1,TRUE,quick_succession,255,1205883
304,A1205884,2025-09-27T14:31:01Z,5.680000066757202,0,JPG+RAW,TRUE,TRUE,76630109,2025:09:27 14:31:00,145,0.00125,7.1,1600,-0.7,1,1,150,3,45.8155532161045,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:31:00,datetime_original,1,1,1,TRUE,quick_succession,256,1205884
305,A1205885,2025-09-27T14:31:08Z,7.3999998569488525,0,JPG+RAW,TRUE,TRUE,79360160,2025:09:27 14:31:01,785,0.00125,7.1,2000,-0.7,1,1,150,3,45.8155532161045,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:31:01,datetime_original,1,1,1,TRUE,quick_succession,257,1205885
306,A1205886,2025-09-27T14:31:17Z,8.53000020980835,0,JPG+RAW,TRUE,TRUE,81622019,2025:09:27 14:31:17,38,0.00125,7.1,2500,-0.7,1,1,145,3,46.2427619841677,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:31:17,datetime_original,2,1,2,TRUE,quick_succession,258,1205886
307,A1205887,2025-09-27T14:31:21Z,4.1499998569488525,0,JPG+RAW,TRUE,TRUE,82439388,2025:09:27 14:31:17,453,0.00125,7.1,2500,-0.7,1,1,145,3,46.2427619841677,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:31:17,datetime_original,2,2,2,TRUE,quick_succession,258,1205887
308,A1205888,2025-09-27T14:41:16Z,594.7599999904633,0,JPG+RAW,TRUE,TRUE,79418654,2025:09:27 14:41:07,929,0.00125,7.1,2500,-0.7,1,1,150,3,5.16251415565159,1,FE 50-150mm F2 GM,ILCE-1M2,95,2025:09:27 14:41:07,datetime_original,1,1,1,TRUE,quick_succession,259,1205888
309,A1205889,2025-09-27T14:45:52Z,276.47000002861023,0,JPG+RAW,TRUE,TRUE,82310351,2025:09:27 14:45:43,976,0.00125,7.1,6400,-0.7,1,1,150,3,1.77510665632427,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:45:43,datetime_original,1,1,1,TRUE,quick_succession,260,1205889
310,A1205890,2025-09-27T14:45:53Z,1.2000000476837158,0,JPG+RAW,TRUE,TRUE,78313138,2025:09:27 14:45:53,96,0.00125,7.1,5000,-0.7,1,1,50,3,1.72083805188386,1,FE 50-150mm F2 GM,ILCE-1M2,255,2025:09:27 14:45:53,datetime_original,1,1,1,TRUE,quick_succession,261,1205890
311,A1205891,2025-09-27T14:49:32Z,218.4099998474121,0,JPG+RAW,TRUE,TRUE,82463936,2025:09:27 14:49:24,837,0.00125,7.1,100,-0.7,1,1,150,3,4.18630279321783,1,FE 50-150mm F2 GM,ILCE-1M2,223,2025:09:27 14:49:24,datetime_original,1,1,1,TRUE,quick_succession,262,1205891
312,A1205892,2025-09-27T15:16:44Z,1632.520000219345,0,JPG+RAW,TRUE,TRUE,78697194,2025:09:27 15:16:35,989,0.00125,7.1,640,-0.7,1,1,50,3,51.25,1,FE 50-150mm F2 GM,ILCE-1M2,93,2025:09:27 15:16:35,datetime_original,1,1,1,TRUE,quick_succession,263,1205892
